City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,Ahmadnagar,19.0833,74.7333,28.18,28,75,4.6,IN,1705909759
351,Illizi,26.4833,8.4667,7.89,31,1,3.77,DZ,1705909883
352,Howrah,22.5892,88.3103,18.0,68,19,1.54,IN,1705909885
353,Bengkulu,-3.8004,102.2655,29.47,64,72,3.05,ID,1705909886
354,Ancud,-41.8697,-73.8203,12.72,85,0,0.65,CL,1705909888
355,Molde,62.7375,7.1591,6.91,61,40,4.12,NO,1705909889
356,San Pedro Pochutla,15.7333,-96.4667,22.33,72,41,1.89,MX,1705909891
357,Greenville,35.6127,-77.3663,-5.99,100,0,0.0,US,1705909892
358,Kiffa,16.6166,-11.4045,20.73,10,95,4.09,MR,1705909894
359,Rongelap,11.1635,166.8941,26.32,76,67,9.07,MH,1705909895
360,Hobyo,5.3505,48.5268,27.92,58,56,12.15,SO,1705909897
361,Pokhara,28.2333,83.9833,18.29,32,0,3.08,NP,1705909683
362,Bahia Blanca,-38.7196,-62.2724,22.57,31,0,4.5,AR,1705909808
363,Narok,-1.0783,35.8601,21.99,56,81,2.35,KE,1705909901
364,Alajarvi,63.0,23.8167,0.33,92,100,6.33,FI,1705909903
365,Carrizal,10.3499,-66.9863,16.67,97,19,0.61,VE,1705909904
366,Nuuk,64.1835,-51.7216,-7.51,96,100,1.37,GL,1705909906
367,Kutum,14.2,24.6667,20.98,11,6,2.94,SD,1705909907
368,Ravar,31.2656,56.8055,15.97,15,3,1.7,IR,1705909909
369,Tazacorte,28.629,-17.9293,17.54,76,75,6.71,ES,1705909910
370,Urangan,-25.3,152.9,31.22,75,0,4.92,AU,1705909912
371,Ust'-Ilimsk,58.0006,102.6619,-14.2,86,92,3.58,RU,1705909913
372,Grand Falls-Windsor,48.9332,-55.6649,-5.28,91,65,2.55,CA,1705909915
373,Hammerfest,70.6634,23.6821,-4.75,80,100,9.26,NO,1705909916
374,Pacific Grove,36.6177,-121.9166,14.25,89,100,4.02,US,1705909918
375,Khandyga,62.6667,135.6,-27.25,98,100,2.06,RU,1705909919
376,Mournies,35.4764,24.0092,10.46,87,75,8.23,GR,1705909921
377,Zhezqazghan,47.7833,67.7667,-11.68,67,0,7.0,KZ,1705909922
378,Acapulco De Juarez,16.8634,-99.8901,24.61,75,0,1.57,MX,1705909924
379,Sarkikaraagac,38.0794,31.3664,0.01,79,100,3.82,TR,1705909925
380,Cidreira,-30.1811,-50.2056,21.96,64,100,6.2,BR,1705909927
381,Atherton,53.5237,-2.4935,8.49,76,72,2.24,GB,1705909906
382,Stryi,49.2622,23.8561,-2.34,77,46,3.62,UA,1705909930
383,Nagqu,31.5,92.0,-7.39,25,0,3.41,CN,1705909931
384,Paros,37.0833,25.15,11.28,59,75,13.89,GR,1705909933
385,Lionel Town,17.8101,-77.2406,25.94,82,3,3.06,JM,1705909934
386,Oamaru,-45.0784,170.9801,18.74,77,41,2.43,NZ,1705909936
387,Massawa,15.6097,39.45,28.04,62,24,1.17,ER,1705909937
388,Vallenar,-28.5708,-70.7581,20.06,64,0,0.98,CL,1705909939
389,Bato,13.3528,123.3677,28.13,74,89,1.97,PH,1705909941
390,Nar'Yan-Mar,67.6713,53.087,-24.38,98,34,2.68,RU,1705909942
391,Kapuskasing,49.4169,-82.4331,-4.95,86,100,6.17,CA,1705909835
392,Newport,51.5877,-2.9984,9.02,85,8,12.32,GB,1705909825
393,Pangody,65.85,74.4859,-8.21,94,100,9.04,RU,1705909946
394,Ponta Delgada,37.7333,-25.6667,18.44,94,75,5.14,PT,1705909948
395,Wingham,43.8879,-81.3114,-5.4,80,100,5.85,CA,1705909950
396,Kosh-Agach,50.0,88.6667,-19.54,72,2,0.67,RU,1705909951
397,Nkove,-7.95,30.85,24.34,69,99,1.43,TZ,1705909953
398,Siwa Oasis,29.2041,25.5195,16.2,69,20,5.78,EG,1705909954
399,Ilabaya,-17.4208,-70.5133,21.26,78,71,0.93,PE,1705909956
400,Kaa-Khem,51.6833,94.7333,-23.83,93,22,0.74,RU,1705909744
401,El Empalme,-40.7226,-64.9922,24.5,34,0,4.28,AR,1705909959
402,Coihueco,-36.6167,-71.8333,18.41,63,0,3.09,CL,1705909960
403,Iowa Park,33.9515,-98.6687,-0.03,94,100,4.12,US,1705909962
404,East London,-33.0153,27.9116,25.52,69,75,9.26,ZA,1705909963
405,Colonia,50.9333,6.95,12.12,76,100,7.72,DE,1705909718
406,Barra De Santo Antonio,-9.4047,-35.5072,25.6,84,6,4.86,BR,1705909966
407,Coahuayana De Hidalgo,18.7,-103.6583,21.99,77,3,1.74,MX,1705909968
408,Guelph,43.5501,-80.2497,-5.65,70,40,4.12,CA,1705909864
409,Tambura,5.6,27.4667,30.88,12,64,2.31,SS,1705909971
410,Luderitz,-26.6481,15.1594,24.93,47,0,7.54,NA,1705909972
411,Talcahuano,-36.7167,-73.1167,14.82,82,0,1.54,CL,1705909816
412,Severinia,-20.8094,-48.8028,19.35,94,71,2.55,BR,1705909975
413,Maintirano,-18.0667,44.0167,30.65,66,81,4.38,MG,1705909977
414,Luwingu,-10.2621,29.9271,18.0,94,100,3.7,ZM,1705909978
415,Hassi Messaoud,31.6804,6.0729,10.92,62,75,3.6,DZ,1705909980
416,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,22.72,98,61,0.22,BR,1705909981
417,Kruisfontein,-34.0033,24.7314,19.73,80,99,7.72,ZA,1705909983
418,Shelton,41.3165,-73.0932,-3.88,71,0,2.57,US,1705909985
419,Beyneu,45.3167,55.2,1.75,80,98,3.45,KZ,1705909986
420,Thal,35.4791,72.2439,8.01,26,100,1.84,PK,1705909988
421,Borgo Val Di Taro,44.487,9.7658,6.17,29,67,1.82,IT,1705909989
422,Choyr,46.3611,108.3611,-20.91,82,17,2.7,MN,1705909991
423,Horta,38.5333,-28.6333,17.8,95,75,8.49,PT,1705909901
424,Santana,-0.0583,-51.1817,25.1,94,40,1.54,BR,1705909994
425,Mingora,34.7758,72.3625,16.95,12,100,2.65,PK,1705909995
426,Butembo,0.15,29.2833,25.43,24,72,1.94,CD,1705909997
427,Tacna,-18.0056,-70.2483,18.5,85,82,1.03,PE,1705909999
428,Lazaro Cardenas,17.9583,-102.2,23.02,87,0,2.01,MX,1705910001
429,Tartouss,34.889,35.8866,19.54,53,12,4.52,SY,1705910002
430,Labuan Bajo,-8.4964,119.8877,26.95,88,100,4.74,ID,1705909749
431,Boquete,8.7833,-82.4333,19.99,72,37,3.58,PA,1705909935
432,Tahe,52.3333,124.7333,-19.95,92,97,0.75,CN,1705910007
433,New Norfolk,-42.7826,147.0587,14.72,52,17,2.67,AU,1705910008
434,Puerto Real,36.5282,-6.1901,7.09,87,0,2.06,ES,1705910010
435,Novodvinsk,64.4165,40.8122,-11.14,95,100,3.55,RU,1705910011
436,Puerto Gaitan,4.3133,-72.0816,26.85,47,78,4.34,CO,1705910013
437,Bubaque,11.2833,-15.8333,25.77,63,25,3.58,GW,1705910014
438,Northam,51.0333,-4.2167,9.81,91,47,11.94,GB,1705910016
439,Strathmore,51.0501,-113.3852,-12.03,92,100,2.06,CA,1705909985
440,Genhe,50.7833,121.5167,-21.73,93,100,1.79,CN,1705910019
441,Aykhal,66.0,111.5,-21.72,100,100,2.22,RU,1705910021
442,Priob'Ye,62.5206,65.5964,-4.99,91,100,6.33,RU,1705910022
443,Bikenibeu Village,1.3673,173.1241,28.98,79,75,3.09,KI,1705910024
444,Kampong Thom,12.7111,104.8887,35.77,26,44,2.03,KH,1705910025
445,Fisterra,42.9049,-9.2629,14.86,97,100,10.73,ES,1705910027
446,Nellore,14.4333,79.9667,29.79,50,5,5.45,IN,1705910028
447,Robertsport,6.7533,-11.3686,26.37,88,26,3.23,LR,1705910030
448,Slave Lake,55.2834,-114.769,-17.01,71,100,4.63,CA,1705910031
449,Prachuap Khiri Khan,12.2167,99.75,32.74,34,61,5.37,TH,1705910033
450,Cooma,-36.2333,149.1333,19.35,77,14,5.17,AU,1705910034
451,Novyy Urengoy,66.0833,76.6333,-8.18,93,100,8.86,RU,1705910036
452,Redencao,-4.2258,-38.7306,24.25,94,15,0.52,BR,1705910037
453,Souillac,-20.5167,57.5167,30.21,79,75,3.6,MU,1705910039
454,Ocean City,39.2776,-74.5746,-3.9,72,2,1.79,US,1705910040
455,Fort St. John,56.2499,-120.8529,-18.06,85,100,5.66,CA,1705910042
456,Brookings,44.3114,-96.7984,-6.57,84,88,3.0,US,1705909890
457,Taltal,-25.4,-70.4833,19.38,83,54,0.56,CL,1705910045
458,Presidente Olegario,-18.4178,-46.4181,18.52,90,54,1.0,BR,1705910046
459,Galliano,29.4422,-90.2992,10.0,81,100,3.09,US,1705910048
460,Pudozh,61.8099,36.5345,-8.36,95,100,4.47,RU,1705910049
461,Noumea,-22.2763,166.4572,27.99,80,100,3.96,NC,1705909396
462,Fuglafjordur,62.244,-6.814,5.26,97,100,11.67,FO,1705910052
463,Saldanha,-33.0117,17.9442,26.03,69,18,8.83,ZA,1705910054
464,Mrakovo,52.7161,56.6244,-8.91,93,100,2.26,RU,1705910055
465,Suntar,62.1444,117.6319,-9.89,92,100,4.87,RU,1705910057
466,Hundested,55.9667,11.8667,6.21,93,100,6.26,DK,1705910058
467,Weno,7.4515,151.8468,27.97,83,100,3.6,FM,1705910060
468,Isabela,6.7085,121.9711,31.03,71,100,1.9,PH,1705910061
469,Ostersund,63.1792,14.6357,0.25,93,100,10.8,SE,1705910058
470,Vernon,50.2581,-119.2691,1.2,91,100,0.51,CA,1705910065
471,Lensk,60.7253,114.9278,-9.9,87,100,7.36,RU,1705910066
472,Gunjur,13.2019,-16.7339,21.04,78,0,2.57,GM,1705910068
473,El Abiodh Sidi Cheikh,32.893,0.5484,6.25,71,0,2.5,DZ,1705910069
474,Birzebbuga,35.8258,14.5269,13.38,54,20,4.12,MT,1705910071
475,Mabaruma,8.2,-59.7833,21.91,99,29,1.02,GY,1705910072
476,Moundou,8.5667,16.0833,26.91,11,0,1.22,TD,1705910074
477,Sao Felix Do Xingu,-6.6447,-51.995,22.5,98,59,0.27,BR,1705910075
478,Porbandar,21.6422,69.6093,26.99,29,16,3.09,IN,1705910077
479,Sodankyla,67.4167,26.6,-2.2,93,100,5.31,FI,1705910078
480,Darwin,-12.4611,130.8418,31.08,75,75,7.2,AU,1705910004
481,Kabo,7.6994,18.629,29.13,9,21,2.15,CF,1705910081
482,Kumeny,58.1089,49.9161,-18.65,95,23,4.23,RU,1705910083
483,Bafq,31.6128,55.4107,17.61,15,11,3.6,IR,1705910084
484,Dunafoldvar,46.808,18.9264,-1.72,77,10,3.55,HU,1705910086
485,Palikir - National Government Center,6.9248,158.1611,27.41,83,100,2.57,FM,1705910087
486,New Plymouth,-39.0667,174.0833,20.73,83,34,4.09,NZ,1705910089
487,Mount Isa,-20.7333,139.5,34.87,41,40,5.66,AU,1705910090
488,Wanning,18.8003,110.3967,22.62,82,34,4.42,CN,1705910092
489,Rouissat,31.9243,5.3502,12.81,59,100,4.49,DZ,1705910093
490,Portales,34.1862,-103.3344,2.74,61,38,3.73,US,1705909577
491,Thunder Bay,48.4001,-89.3168,-3.01,93,100,4.12,CA,1705909892
492,Tala,30.6803,30.9429,19.64,60,6,5.55,EG,1705910098
493,Brisas De Zicatela,15.8369,-97.0419,25.25,72,17,2.72,MX,1705910099
494,Kupang,-10.1667,123.5833,31.32,79,20,6.69,ID,1705910101
495,Ghanzi,-21.5667,21.7833,27.79,34,0,1.62,BW,1705910102
496,Minas De Marcona,-15.2119,-75.1103,18.88,88,100,1.62,PE,1705910104
497,Kailua-Kona,19.6406,-155.9956,24.98,82,40,2.06,US,1705909906
498,Bahir Dar,11.5936,37.3908,23.66,38,97,1.33,ET,1705910107
499,Port Hueneme,34.1478,-119.1951,15.59,86,100,3.6,US,1705909891
500,Mirpur Sakro,24.5474,67.6277,26.43,40,50,5.67,PK,1705910110
501,Anadyr,64.75,177.4833,-15.72,85,100,2.0,RU,1705910111
502,Houthulst,50.9637,2.8986,12.83,88,99,10.49,BE,1705910113
503,Sola,-13.8833,167.55,26.82,85,100,5.06,VU,1705910114
504,Kununurra,-15.7667,128.7333,31.99,66,100,3.6,AU,1705909864
505,Prairie Du Chien,43.0517,-91.1412,-3.95,63,0,4.12,US,1705910117
506,Lukolela,-1.0605,17.1821,28.31,60,51,1.97,CD,1705910119
507,Yatou,37.15,122.3833,-7.63,65,100,10.49,CN,1705910120
508,Oulunsalo,64.9346,25.4112,0.1,96,100,5.66,FI,1705910122
509,Vila Velha,-20.3297,-40.2925,23.3,99,40,1.54,BR,1705910123
510,Holualoa,19.6228,-155.9522,22.91,81,40,2.06,US,1705910116
511,Nyanguge,-2.55,33.2,20.74,78,100,2.62,TZ,1705910126
512,Okhotsk,59.3833,143.3,-35.76,87,3,2.53,RU,1705910128
513,Kyren,51.6828,102.1408,-10.03,69,12,0.45,RU,1705910129
514,Santa Cruz,-17.8,-63.1667,24.7,94,75,6.17,BO,1705910053
515,Koath,25.3167,84.2667,20.51,27,8,2.82,IN,1705910133
516,Gulf Shores,30.246,-87.7008,6.03,55,0,3.6,US,1705910134
517,Broome,42.2506,-75.833,-8.22,86,0,2.57,US,1705910136
518,Lebork,54.5392,17.7501,3.29,73,100,9.86,PL,1705910137
519,Kencong,-8.2833,113.3667,28.73,77,84,6.39,ID,1705910139
520,Polyarnyy,69.1989,33.4478,-8.37,93,100,5.19,RU,1705910140
521,Raduzhny,62.0961,77.475,-6.54,79,100,8.25,RU,1705910142
522,Ust-Tsilma,65.441,52.1498,-29.66,100,39,1.34,RU,1705910143
523,Yomju-Up,39.8933,124.5981,-13.15,68,50,9.21,KP,1705910145
524,Yambio,4.5721,28.3955,30.71,14,39,2.33,SS,1705910146
525,Veinticinco De Mayo,-35.4323,-60.1727,16.1,89,0,0.89,AR,1705910148
526,Prince George,53.9166,-122.753,-5.95,93,100,4.63,CA,1705909902
527,Taksimo,56.3444,114.8794,-16.81,95,95,0.98,RU,1705910151
528,Erzincan,39.75,39.5,0.61,86,75,0.51,TR,1705910152
529,Blenheim,-41.516,173.9528,24.18,58,85,4.25,NZ,1705910154
530,Bacalar,18.6667,-88.3833,21.36,97,97,1.96,MX,1705910155
531,Mata-Utu,-13.2816,-176.1745,29.16,75,97,2.81,WF,1705910157
532,Ad Dilam,23.9915,47.1627,20.23,25,0,5.93,SA,1705910158
533,Bodaybo,57.8506,114.1933,-11.14,90,100,1.35,RU,1705910160
534,Galveston,29.3669,-94.9669,13.92,91,100,7.2,US,1705910067
535,Mora,11.0461,14.1401,23.01,19,4,2.45,CM,1705910163
536,Semikarakorsk,47.5194,40.8112,-4.41,83,8,3.86,RU,1705910164
537,Esmeralda,21.8525,-78.1169,22.56,75,90,6.91,CU,1705910166
538,Tupancireta,-29.0806,-53.8358,15.41,84,93,6.04,BR,1705910167
539,Queenstown,-31.8976,26.8753,23.09,44,0,3.48,ZA,1705909995
540,Latrobe,40.3212,-79.3795,-10.72,89,0,0.0,US,1705910170
541,Labrador City,52.9463,-66.9114,-17.05,71,100,4.63,CA,1705910177
542,Tarashcha,49.5583,30.4926,-3.89,86,68,4.47,UA,1705910178
543,Arkansas City,37.062,-97.0384,-0.77,93,100,6.69,US,1705910180
544,Barra Do Bugres,-15.0725,-57.1811,23.37,96,93,1.06,BR,1705910181
545,Howard Springs,-12.497,131.047,31.04,82,37,5.62,AU,1705910183
546,Eyl,7.9803,49.8164,28.75,50,4,11.07,SO,1705910185
547,Wynyard,-41.0,145.7167,16.36,59,54,2.91,AU,1705910186
548,San Jose De Jachal,-30.2406,-68.7469,19.97,60,33,0.53,AR,1705910188
549,Belmonte,-15.8631,-38.8828,24.7,93,100,3.9,BR,1705910189
550,Likhoslavl',57.1275,35.464,-10.64,85,52,5.39,RU,1705910191
551,Harsin,34.2721,47.5861,8.45,40,8,1.55,IR,1705910193
552,Nevada,39.2502,-116.7512,-1.84,86,99,2.83,US,1705910194
553,Natchitoches,31.7668,-93.1335,3.47,81,100,0.0,US,1705910196
554,Nampula,-15.1165,39.2666,25.97,78,75,6.71,MZ,1705910197
555,Dudinka,69.4058,86.1778,-10.18,95,100,4.02,RU,1705910199
556,Tercan,39.7794,40.3925,-1.81,93,100,2.0,TR,1705910200
557,Paracuru,-3.41,-39.0306,28.39,85,61,3.5,BR,1705910202
558,Knjazevac,43.5648,22.2502,0.07,74,18,1.06,RS,1705910203
559,Tughyl,47.7252,84.2063,-18.16,89,11,1.37,KZ,1705910205
560,Balsta,59.5671,17.5278,1.96,97,100,10.22,SE,1705910206
561,Reggane,26.7158,0.1714,14.41,45,0,6.46,DZ,1705910208
562,Vikhorevka,56.1201,101.1636,-17.09,90,91,1.15,RU,1705910210
563,Mundybash,53.211,87.2983,-8.28,82,7,0.62,RU,1705910211
564,Ladario,-19.0047,-57.6017,24.45,86,100,1.18,BR,1705910213
565,Cole Harbour,44.6724,-63.4751,-6.13,82,77,4.02,CA,1705910177
566,Port Blair,11.6667,92.75,29.02,61,20,4.12,IN,1705910062
567,Abaza,52.655,90.0928,-10.89,82,13,1.34,RU,1705910218
568,Conceicao Da Barra,-18.5933,-39.7322,23.57,95,100,0.99,BR,1705910219
569,Adamovka,51.5223,59.9396,-8.41,94,100,0.93,RU,1705910221
570,Zigong,29.3416,104.7769,5.8,69,100,1.51,CN,1705910222
571,Gaalkacyo,6.7697,47.4308,31.03,21,31,9.95,SO,1705910224
572,Yelanskiy,56.8419,62.5014,-8.42,85,100,4.76,RU,1705910225
573,Armacao De Buzios,-22.7469,-41.8817,24.03,93,15,5.27,BR,1705910227
574,Rampur,28.8167,79.0333,11.28,19,49,1.67,IN,1705910228
575,Kone,-21.0595,164.8658,27.69,77,100,1.45,NC,1705910230
576,Broken Hill,-31.95,141.4333,31.02,17,10,5.19,AU,1705910231
577,Conception Bay South,47.4999,-52.9981,-0.81,87,100,7.9,CA,1705910233
578,Batticaloa,7.7102,81.6924,27.92,70,47,5.05,LK,1705910234
579,Ylivieska,64.0833,24.55,0.18,91,100,5.19,FI,1705910236
580,Valle Del Guamuez,0.4525,-76.9192,21.03,95,100,0.82,CO,1705910237
581,Pont Rouge,48.8833,-72.0825,-10.84,92,100,3.61,CA,1705910239
582,Kuanda,56.3161,116.0806,-22.2,99,100,0.26,RU,1705910240
583,Kuqa,41.7278,82.9364,-3.69,58,100,1.57,CN,1705910242
584,Longview,32.5007,-94.7405,6.14,42,100,4.12,US,1705910243
585,Sungai Raya,0.7,108.9,30.52,62,97,2.67,ID,1705910245
